rank,stock_id,name,market,industry_category,signal,long_score,raw_long_score,risk_penalty,close,ret_1d,turnover,money_ma20,vol_ratio_5,intraday_pos,rsi14,macd_hist,close_vwap_diff,breakout_20d,near_limit_up,long_upper_shadow,reasons
1627,3114,好德,tpex,電子零組件業,低優先,1.3504926196469995,20.350492619647,19.0,44.9,-0.06263048016701467,66125479.0,117590037.35,0.8697054576327763,0.012195121951218815,51.60220994475137,-0.9843246193230435,-0.02343258337682519,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1628,4163,鐿鈦,tpex,生技醫療業,低優先,1.3223854550280336,20.322385455028034,19.0,125.0,-0.03474903474903479,14094792.0,20057776.6,0.8798645551322903,0.058823529411764705,59.55056179775281,0.166682767934347,-0.022919245633422625,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1629,8097,常珵,tpex,通信網路業,低優先,1.2533154175375572,20.253315417537557,19.0,57.5,-0.008620689655172376,3543831.0,7077708.65,0.4055199256465275,0.17647058823529288,46.491228070175445,-0.3659151384678436,-0.0046379186817882,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1630,4943,康控-KY,twse,電子零組件業,低優先,1.1646062081130335,15.164606208113034,14.0,8.88,-0.013333333333333197,317178.0,482584.2,0.7433282771036138,0.0,45.62211981566821,0.20865062153837743,-0.0012106766547490544,False,False,False,RSI健康、流動性不足扣分
1631,5388,中磊,twse,電子工業,低優先,1.1229692385727503,14.12296923857275,13.0,81.4,-0.002450980392156743,158172804.0,270309063.25,0.7507257297127078,0.16666666666667193,39.05579399141631,-0.15421879570092423,-0.006737414859257274,False,False,True,長上影扣分、收低於VWAP扣分
1632,3354,律勝,tpex,電子零組件業,低優先,1.0842454274434026,28.084245427443403,27.0,27.3,-0.0072727272727272085,10115538.0,11869121.95,1.4005238930851198,0.03571428571428626,44.1860465116279,0.06232965634733667,-0.01908206958443537,False,False,True,MACD動能擴大、長上影扣分、收低於VWAP扣分、流動性不足扣分
1633,2534,宏盛,twse,建材營造,低優先,1.0437337845458963,15.043733784545896,14.0,17.15,0.0029239766081869956,20796528.0,30534851.2,1.0529737410837923,0.49999999999999406,27.536231884057912,-0.02848591863326211,0.0006980395958400276,False,False,False,流動性不足扣分
1634,1712,興農,twse,化學生技醫療,低優先,1.041320142226244,20.041320142226244,19.0,39.9,-0.0062266500622665255,23364428.0,30434424.7,0.6689232590363104,0.0,50.0,0.1644439504546288,-0.004092794396678645,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1635,5011,久陽,tpex,鋼鐵工業,低優先,1.0268831619592902,28.02688316195929,27.0,24.2,-0.0020618556701030855,21827767.0,51386836.0,0.45126356518923827,0.26923076923076816,73.30827067669173,-0.021992108231835727,-0.006988942112127194,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1636,6156,松上,tpex,電子零組件業,低優先,0.9975698789333407,27.99756987893334,27.0,29.9,0.0,168722039.0,153902457.55,0.48528612110485336,0.046511627906975786,71.47058823529412,0.587538580302736,-0.022784750722459002,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1637,4745,合富-KY,tpex,生技醫療業,低優先,0.9698025944726467,19.969802594472647,19.0,14.5,-0.006849315068493178,928622.0,5793967.95,1.0870018955854075,0.0,42.59259259259259,0.13570501482697417,-0.00789933902061335,False,False,False,MACD動能擴大、收低於VWAP扣分、流動性不足扣分
1638,4952,凌通,twse,電子工業,低優先,0.9433220530174822,27.943322053017482,27.0,59.2,-0.014975041597337757,87246004.0,124112078.0,0.4669528459129633,0.25,51.42857142857143,0.1210153868670587,-0.005266881907852072,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1639,7584,樂意,tpex,文化創意業,低優先,0.9374224478285385,19.93742244782854,19.0,30.65,-0.026984126984127,99461.0,509497.55,0.3643442716539928,0.0,74.99999999999999,0.5277929306027204,-0.016658288173253877,False,False,False,收低於VWAP扣分、流動性不足扣分
1640,4974,亞泰,tpex,電子零組件業,低優先,0.8514365237009329,27.851436523700933,27.0,71.8,0.00419580419580412,11631698.0,20105013.2,1.3880618471349715,0.08695652173913124,33.33333333333337,-0.019045643308155613,-0.010613274175447107,False,False,True,量破5日高、長上影扣分、收低於VWAP扣分、流動性不足扣分
1641,4552,力達-KY,twse,電機機械,低優先,0.8250940880890241,22.825094088089024,22.0,20.0,-0.004975124378109541,3240396.0,2004261.3,1.965246555034389,0.09090909090909208,31.57894736842107,-0.0935656458666729,-0.0018010144439136733,False,False,True,量破5日高、長上影扣分、流動性不足扣分
1642,2462,良得電,twse,電子零組件業,低優先,0.7953724163099807,14.79537241630998,14.0,24.15,-0.014285714285714346,11136033.0,24185433.7,1.226096803567676,0.4705882352941152,35.63218390804599,-0.221793712591965,0.0021482964355439282,False,False,False,流動性不足扣分
1643,6277,宏正,twse,電腦及週邊設備業,低優先,0.788934010152218,27.788934010152218,27.0,70.6,-0.0014144271570015743,8777399.0,15249750.5,1.1913702208043795,0.09999999999999432,29.99999999999993,-0.16627145516962005,-0.005733042328371019,False,False,True,量破5日高、產業相對強、長上影扣分、收低於VWAP扣分、流動性不足扣分
1644,6885,全福生技,twse,化學生技醫療,低優先,0.770862944162463,14.770862944162463,14.0,21.75,-0.004576659038901698,4178111.0,12009659.05,0.7352013397578673,0.6250000000000022,34.93975903614461,-0.022927867243061673,-0.002681235611021293,False,False,False,流動性不足扣分
1645,6218,豪勉,tpex,通信網路業,低優先,0.735265768131125,27.735265768131125,27.0,36.55,0.00966850828729271,18016483.0,48729770.75,1.1568887937386074,0.24137931034482438,56.89655172413792,-0.01746497439860443,-0.006782000682375111,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1646,8011,台通,twse,通信網路業,低優先,0.7162098138747979,27.716209813874798,27.0,17.95,-0.002777777777777768,18677823.0,16221546.3,1.1157167332136924,0.111111111111112,40.29850746268655,0.058784351859393014,-0.009026252684801728,False,False,True,MACD動能擴大、長上影扣分、收低於VWAP扣分、流動性不足扣分
1647,6101,寬魚國際,tpex,文化創意業,低優先,0.6369404679380324,19.636940467938032,19.0,42.0,-0.04218928164196123,26238898.0,40507905.5,0.6398174349800184,0.28000000000000114,54.44839857651245,-0.2668148743135257,-0.006179680259437714,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1648,4584,君帆,tpex,電機機械,低優先,0.6174337281443911,19.61743372814439,19.0,39.85,-0.018472906403940836,1243777.0,389096.7,2.253025591614476,0.0,27.95698924731188,-0.03638526541855447,-0.011068624037910313,False,False,False,量破5日高、收低於VWAP扣分、流動性不足扣分
1649,3168,眾福科,twse,電子工業,低優先,0.6000479413423463,22.600047941342346,22.0,45.55,0.011098779134295134,2205154.0,4031540.2,1.304393661709133,0.4062499999999988,33.73983739837401,-0.12961278989630232,-0.0032373022473715096,False,False,True,長上影扣分、流動性不足扣分
1650,2365,昆盈,twse,電腦及週邊設備業,低優先,0.514568527918783,19.514568527918783,19.0,34.2,-0.024251069900142475,73481178.0,92350015.7,0.4975184399831947,0.0,51.61290322580648,0.19459743446399014,-0.017291693391197294,False,False,False,RSI健康、產業相對強、收低於VWAP扣分、流動性不足扣分
1651,6123,上奇,tpex,資訊服務業,低優先,0.46464184997177327,14.464641849971773,14.0,42.3,0.008343265792610133,3835987.0,5106702.45,1.162523498470195,0.3749999999999978,24.264705882352885,-0.12145025052797997,-0.0003007309461685592,False,False,False,流動性不足扣分
1652,6994,富威電力,twse,綠能環保,低優先,0.3801353637901883,27.38013536379019,27.0,46.05,0.0990453460620524,73172502.0,78972758.45,0.3923341091540076,1.0,28.460038986354746,-0.7117285912307576,0.022237913225927386,False,True,False,收在高檔、近漲停過熱扣分、流動性不足扣分
1653,1444,力麗,twse,紡織纖維,低優先,0.36067681895093173,19.36067681895093,19.0,9.15,-0.08040201005025116,151448604.0,69059312.1,0.725028129297001,0.0,72.83372365339578,0.24498379445981167,-0.03651279380561334,False,False,False,收低於VWAP扣分、流動性不足扣分
1654,5321,美而快,tpex,數位雲端類,低優先,0.34738860688099393,19.347388606880994,19.0,59.0,-0.05144694533762062,12318326.0,29548500.6,0.3708447618087015,0.0,70.65706570657066,0.7369817371045757,-0.017363235881239003,False,False,False,收低於VWAP扣分、流動性不足扣分
1655,4903,聯光通,tpex,通信網路業,低優先,0.3224242424242476,19.322424242424248,19.0,40.6,-0.028708133971291794,59438488.0,84026693.1,0.8958179927708846,0.15909090909090953,55.183946488294325,0.3218850241857074,-0.012618265121414285,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1656,5452,佶優,tpex,其他電子類,低優先,0.2625944726452438,19.262594472645244,19.0,33.75,-0.017467248908296984,80899951.0,97250201.35,0.46934587460530397,0.06250000000000083,51.10294117647057,0.07570935297387485,-0.01792613570309831,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1657,5607,遠雄港,twse,航運業,低優先,0.25757216838433905,27.25757216838434,27.0,52.0,-0.0019193857965451588,22990887.0,33520033.6,1.1138486922785347,0.27272727272727154,48.571428571428555,-0.09714044320233967,-0.005718744126748998,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1658,2947,振宇五金,tpex,居家生活類,低優先,0.24911289673633874,18.24911289673634,18.0,74.0,-0.0691823899371069,1137533.0,1152338.55,1.0882491872516602,1.0,40.13157894736842,-0.15438941978127368,0.019121203516733187,False,False,False,收在高檔、流動性不足扣分
1659,7823,奧義賽博-KY創,twse,創新板股票,低優先,0.22214890016920563,19.222148900169206,19.0,80.0,-0.011124845488257207,2563725.0,2057324.55,1.297703072090082,0.0,35.0,0.15545772740913222,-0.007444246165247859,False,False,False,MACD動能擴大、收低於VWAP扣分、流動性不足扣分
1660,6482,弘煜科,tpex,文化創意業,低優先,0.19951168106388195,14.199511681063882,14.0,27.9,-0.014134275618374659,1076974.0,1637055.1,0.6952872914066182,0.5789473684210501,38.1679389312977,-0.09381487585068526,0.0014450673832422378,False,False,False,流動性不足扣分
1661,8942,森鉅,tpex,其他,低優先,0.17276367738300102,14.172763677383001,14.0,41.0,0.0,6771490.0,10500937.4,0.8072091405277754,0.20000000000000284,40.449438202247194,-0.045267596842444004,-0.0024539650800635693,False,False,False,流動性不足扣分
1662,8415,大國鋼,tpex,鋼鐵工業,低優先,0.08570783981965491,22.085707839819655,22.0,34.7,0.0028901734104047616,12246382.0,22371118.3,0.41759909172082244,0.5000000000000119,40.86021505376349,-0.0716960308059346,0.0005137925633873497,False,False,True,長上影扣分、流動性不足扣分
1663,4909,新復興,tpex,通信網路業,低優先,0.030642978003424304,19.030642978003424,19.0,45.85,-0.007575757575757569,16459472.0,34739022.0,0.7171661141087701,0.2400000000000034,30.731707317073173,0.009805175041006864,-0.006708389552228633,False,False,False,MACD動能擴大、收低於VWAP扣分、流動性不足扣分
1664,8234,新漢,tpex,電腦及週邊設備業,低優先,0.007208121827410707,27.00720812182741,27.0,71.0,0.0,80564334.0,92703996.65,0.6187956234561385,0.0,57.78443113772456,0.6969455683090487,-0.01745375317072695,False,False,True,RSI健康、產業相對強、長上影扣分、收低於VWAP扣分、流動性不足扣分
1665,6224,聚鼎,twse,電子工業,低優先,0.0,18.78448495103318,19.0,81.0,-0.06250000000000011,216463257.0,180238734.05,0.7779518139928058,0.09090909090909091,51.22749590834697,0.17496454030655595,-0.023078212299097012,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1666,1447,力鵬,twse,紡織纖維,低優先,0.0,25.325003792519976,29.0,9.51,-0.048048048048048075,205900198.0,62241079.35,0.9313105638323501,0.14482758620689598,84.90566037735849,0.365683877358154,-0.03697624928947374,False,False,False,MACD動能擴大、RSI過熱扣分、收低於VWAP扣分、流動性不足扣分
1667,6937,天虹,twse,電子工業,低優先,0.0,14.876063169768754,19.0,275.0,-0.04181184668989546,169829342.0,158615263.45,0.899659517854196,0.0,52.65486725663717,2.104950556652411,-0.03072123426115614,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1668,2504,國產,twse,建材營造,低優先,0.0,6.16208632751567,13.0,32.35,-0.010703363914373099,152967348.0,211735549.85,0.8352086663666134,0.07142857142857723,20.547945205479465,-0.16220603366375574,-0.005304106795392727,False,False,True,長上影扣分、收低於VWAP扣分
1669,3535,晶彩科,twse,電子工業,低優先,0.0,9.958550479413423,19.0,113.0,-0.030042918454935674,138764509.0,172884756.0,1.2948135641662804,0.0,30.0,-1.1507056367868254,-0.012777236865371688,False,False,False,收低於VWAP扣分、流動性不足扣分
1670,6538,倉和,tpex,電子零組件業,低優先,0.0,23.366158457325785,27.0,129.0,-0.047970479704797064,136799844.0,172525187.95,0.489168723041315,0.058823529411764705,63.53591160220994,0.6641939260714471,-0.02153294122177496,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1671,3031,佰鴻,twse,電子工業,低優先,0.0,23.429878474627458,27.0,33.75,-0.007352941176470562,119622828.0,125583243.9,0.37779688717621535,0.0,66.66666666666669,0.4940995067631557,-0.026420159954753664,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1672,8436,大江,tpex,生技醫療業,低優先,0.0,8.881042623479171,19.0,114.5,-0.004347826086956497,108235606.0,64044202.75,1.0436860270528658,0.14285714285714285,37.5,-0.28315198560920085,-0.008895834149069137,False,False,False,收低於VWAP扣分、流動性不足扣分
1673,5228,鈺鎧,tpex,電子零組件業,低優先,0.0,10.451273242378011,19.0,62.7,-0.05714285714285705,96142288.0,153602252.45,0.7694733251451507,0.2000000000000005,35.033259423503324,-1.4987722866836988,-0.013463695600836934,False,False,False,收低於VWAP扣分、流動性不足扣分
1674,3617,碩天,twse,電子工業,低優先,0.0,25.373485313090576,27.0,220.0,0.0,95247280.0,106469062.05,0.7593770468097413,0.14285714285714285,54.45544554455446,-0.06716004661952235,-0.010235042932459582,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1675,1307,三芳,twse,塑膠工業,低優先,0.0,13.7909011228141,31.0,33.15,-0.07402234636871508,92995637.0,58336953.9,1.5275899975712592,0.11428571428571185,31.25,-0.3016541134694385,-0.015737096891975777,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1676,6909,創控,twse,電子工業,低優先,0.0,23.827078398195155,27.0,57.6,-0.035175879396984966,90054324.0,99524255.35,0.6671788153683375,0.025000000000000355,64.78454680534918,0.7171060366376614,-0.03123306772032397,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1677,3515,華擎,twse,電子工業,低優先,0.0,15.43469261139312,22.0,217.0,0.011655011655011593,87535287.0,161735426.55,0.5699331163962298,0.4,25.641025641025635,-3.694832425125597,0.00018984343993766473,False,False,True,長上影扣分、流動性不足扣分
1678,2072,世紀風電,twse,綠能環保,低優先,0.0,11.69540993693278,27.0,147.5,0.00340136054421758,86987565.0,108310821.7,0.9263454654822368,0.09090909090909091,13.97849462365592,-2.9854982300278685,-0.014498106712149017,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1679,4960,誠美材,twse,電子工業,低優先,0.0,7.293575860124084,19.0,25.45,-0.011650485436893177,81426108.0,166546071.55,0.5385152967484814,0.25,29.910714285714263,-0.11283196496662273,-0.006764949394363784,False,False,False,收低於VWAP扣分、流動性不足扣分
1680,5340,建榮,tpex,電子零組件業,低優先,0.0,15.979412428253859,19.0,88.8,-0.01442841287458374,77460642.0,186186754.15,0.5452265137672484,0.17647058823529288,50.4524886877828,0.2999189082345244,-0.007996664938563214,False,False,False,RSI健康、收低於VWAP扣分、流動性不足扣分
1681,6592,和潤企業,twse,其他,低優先,0.0,13.722147288695504,22.0,61.9,0.00978792822185981,77095179.0,55404496.6,1.0927169452398033,0.285714285714285,37.288135593220346,-0.5939387133145146,-0.0030586348337034996,False,False,True,長上影扣分、流動性不足扣分
1682,2009,第一銅,twse,鋼鐵工業,低優先,0.0,22.0560124083474,27.0,39.55,-0.0025220680958386588,76993177.0,78657140.4,1.35668810887082,0.04999999999999716,34.677419354838676,-0.0025108320454362842,-0.010217717733611686,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1683,3049,精金,twse,光電業,低優先,0.0,26.04748368382883,27.0,13.1,-0.0038022813688213253,65078996.0,115839012.75,1.2114073473694598,0.14285714285713996,34.28571428571429,-0.1673356009107781,-0.005725659934888938,False,False,True,量破5日高、長上影扣分、收低於VWAP扣分、流動性不足扣分
1684,2419,仲琦,twse,電子工業,低優先,0.0,25.015149464185,27.0,29.1,-0.02020202020202011,64971208.0,49032973.05,1.241588823717061,0.0,46.327683615819225,0.1394449899289648,-0.009497325338325147,False,False,True,MACD動能擴大、RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1685,6405,悅城,twse,電子工業,低優先,0.0,17.22107163000564,27.0,61.4,-0.009677419354838679,62645685.0,120283794.8,1.0153783254262536,0.1111111111111109,48.44192634560906,-1.1022786958916648,-0.016611024366642413,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1686,3430,奇鈦科,tpex,化學工業,低優先,0.0,18.28745064861816,27.0,139.0,-0.0071428571428571175,62630212.0,160168823.5,0.8640364516170567,0.0,59.2,-0.45868363093615905,-0.01704273330577266,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1687,8074,鉅橡,tpex,電子零組件業,低優先,0.0,13.549721068553566,19.0,68.5,-0.014388489208633115,61783293.0,140991172.95,0.8550628289564332,0.2727272727272735,44.63768115942028,-0.2576446964602819,-0.009202196457867684,False,False,False,收低於VWAP扣分、流動性不足扣分
1688,3581,博磊,tpex,半導體業,低優先,0.0,15.12654258319233,27.0,140.0,-0.024390243902439046,61522420.0,77217116.1,0.8091874745183114,0.0,49.25373134328358,-0.4462494686207794,-0.020837281758422366,False,False,True,RSI健康、產業相對強、長上影扣分、收低於VWAP扣分、流動性不足扣分
1689,6821,聯寶,tpex,電子零組件業,低優先,0.0,4.71345970335819,19.0,57.6,-0.04793388429752066,60888083.0,101441588.95,0.8886706357531174,0.05405405405405478,36.33802816901409,-0.9339269676223942,-0.018203624508920657,False,False,False,收低於VWAP扣分、流動性不足扣分
1690,6585,鼎基,twse,其他,低優先,0.0,17.20042865200226,19.0,129.0,-0.040892193308550207,57424851.0,153795205.6,1.0731189147379765,0.16666666666666666,43.636363636363626,-2.2301906946214434,-0.010766801989612551,False,False,False,收低於VWAP扣分、流動性不足扣分
1691,6605,帝寶,twse,汽車工業,低優先,0.0,13.752712915961647,27.0,137.0,-0.0036363636363636598,56656177.0,100856823.15,0.6388801836226216,0.0,39.34426229508197,-0.8966059873075569,-0.008172524595155828,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1692,6869,雲豹能源,twse,綠能環保,低優先,0.0,19.331716777300535,27.0,72.7,0.02538787023977429,54619824.0,45503546.85,1.2412898384162412,0.435897435897436,36.90987124463521,-0.3201429389280279,-0.0057703902524474104,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1693,2753,八方雲集,twse,觀光餐旅,低優先,0.0,6.504479652703026,14.0,180.5,-0.010958904109588996,53909854.0,87735983.3,0.5665167566811101,0.0,29.729729729729726,-1.206145984437292,-0.00244267031403933,False,False,False,流動性不足扣分
1694,6180,橘子,tpex,文化創意業,低優先,0.0,23.64503666102651,27.0,48.4,-0.016260162601626105,52865193.0,124021483.05,0.5838580541438622,0.0,63.52583586626138,-0.2519888643051069,-0.013438290105173722,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1695,7711,永擎,twse,電腦及週邊設備業,低優先,0.0,11.880304568527919,27.0,325.0,0.0015408320493066618,51265698.0,129282276.65,0.8951293925049084,0.0,27.071823204419886,-2.227069699571686,-0.00862561161266151,False,False,True,產業相對強、長上影扣分、收低於VWAP扣分、流動性不足扣分
1696,2014,中鴻,twse,鋼鐵工業,低優先,0.0,9.95601240834746,19.0,17.6,-0.014005602240896309,51157160.0,90965584.9,0.7846133555347666,0.12500000000000222,39.21568627450988,-0.014443509387595699,-0.005724383448963755,False,False,False,收低於VWAP扣分、流動性不足扣分
1697,1707,葡萄王,twse,化學生技醫療,低優先,0.0,13.69819601718085,22.0,93.2,0.0032292787944026013,51042393.0,53967182.6,0.7452319675368002,0.30769230769231276,17.333333333333385,-0.23096528575966468,-0.000710581888274664,False,False,True,長上影扣分、流動性不足扣分
1698,9907,統一實,twse,其他,低優先,0.0,4.652966723068246,19.0,15.4,-0.009646302250803873,47710717.0,97439759.85,0.5754084179944031,0.0,33.33333333333333,-0.01254172721242508,-0.007436660404831041,False,False,False,收低於VWAP扣分、流動性不足扣分
1699,5522,遠雄,twse,建材營造,低優先,0.0,17.54500282007895,22.0,64.8,0.009345794392523255,47494796.0,162192864.5,0.5584411576837448,0.5624999999999987,10.429447852760717,-1.0294369648102761,0.002443046602410792,False,False,True,長上影扣分、流動性不足扣分
1700,9917,中保科,twse,其他,低優先,0.0,4.695606316976876,19.0,106.0,-0.009345794392523366,47433143.0,131479653.65,0.713738753622612,0.0,20.454545454545453,-0.9017030339350423,-0.005599059712319665,False,False,False,收低於VWAP扣分、流動性不足扣分
1701,3041,揚智,twse,電子工業,低優先,0.0,26.55704267544523,27.0,28.4,-0.01388888888888895,47012786.0,116923501.35,0.8270055228386263,0.19444444444444317,54.63576158940396,-0.1012086369345474,-0.011218445977653868,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1702,7722,LINEPAY,twse,數位雲端,低優先,0.0,25.650046142646033,27.0,317.0,0.007949125596184325,46842376.0,161542376.9,1.1201486336921431,0.0,45.86776859504132,-2.1044800243965307,-0.010988511769770115,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1703,4949,有成精密,twse,電子工業,低優先,0.0,6.7192949802594395,27.0,78.6,-0.010075566750629816,46230614.0,93953528.1,0.8005584217542459,0.17777777777777715,34.426229508196755,-0.9055650722590722,-0.012470338377941537,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1704,4503,金雨,tpex,電機機械,低優先,0.0,32.40798768974228,33.0,46.1,0.0032644178454841466,44646341.0,14885391.55,0.9737075916634843,0.15217391304347908,85.77586206896554,1.1374846400844736,-0.014825763661125091,False,False,True,MACD動能擴大、RSI過熱扣分、長上影扣分、收低於VWAP扣分、流動性不足扣分
1705,3701,大眾控,twse,電子工業,低優先,0.0,14.871709401709381,19.0,44.8,-0.014301430143014437,43680387.0,53185824.45,1.0487477976051327,0.15384615384615216,35.53113553113553,0.14045380659075857,-0.01625897224765893,False,False,False,MACD動能擴大、收低於VWAP扣分、流動性不足扣分
1706,6588,東典光電,tpex,通信網路業,低優先,0.0,6.083863508178238,19.0,85.9,-0.035914702581369085,43070242.0,78732120.65,1.0367520566038608,0.12962962962963037,15.200000000000003,-0.6063095324369119,-0.016565205275605344,False,False,False,收低於VWAP扣分、流動性不足扣分
1707,1595,川寶,tpex,半導體業,低優先,0.0,16.24403437873766,19.0,76.6,-0.02171136653895278,42501959.0,84195566.55,0.8052677170162925,0.0,52.55972696245734,-0.16350258825703606,-0.020880849280382696,False,False,False,RSI健康、產業相對強、收低於VWAP扣分、流動性不足扣分
1708,3138,耀登,twse,電子工業,低優先,0.0,6.6322270566433,19.0,118.5,-0.008368200836820106,41927343.0,92075639.75,0.7691999239216464,0.14285714285714285,23.80952380952381,-0.41745800995671445,-0.00784653823639625,False,False,False,收低於VWAP扣分、流動性不足扣分
1709,5410,國眾,tpex,資訊服務業,低優先,0.0,16.881167351725068,19.0,45.25,-0.016304347826086918,41907704.0,86208403.1,1.2201882114089504,0.031249999999998335,35.89743589743591,-0.22327131248867138,-0.01413085049946905,False,False,False,收低於VWAP扣分、流動性不足扣分
1710,6530,創威,tpex,通信網路業,低優先,0.0,8.942521150592171,19.0,86.6,-0.013667425968109326,41634535.0,67481426.35,1.0392330208680995,0.23333333333332953,34.036144578313255,-0.3947098512731495,-0.007786084316781849,False,False,False,收低於VWAP扣分、流動性不足扣分
1711,2897,王道銀行,twse,金融保險,低優先,0.0,26.683364633922835,27.0,10.55,0.0,41512722.0,57930619.3,1.0526197031764153,0.0,53.33333333333338,-0.014736230368441405,-0.004120905393772856,False,False,True,RSI健康、長上影扣分、收低於VWAP扣分、流動性不足扣分
1712,2405,輔信,twse,電腦及週邊設備業,低優先,0.0,14.527812644208598,27.0,17.5,-0.002849002849002913,41489670.0,75077982.8,1.024441865168726,0.09090909090909208,30.69306930693071,-0.2260454283006494,-0.010839746375423176,False,False,True,產業相對強、長上影扣分、收低於VWAP扣分、流動性不足扣分
1713,3338,泰碩,twse,電子工業,低優先,0.0,15.61111675126903,19.0,72.3,-0.0013812154696133394,41387337.0,64776248.75,1.1875901186980777,0.37037037037036996,39.62264150943396,-0.2753366345343794,-0.009237600863278628,False,False,False,收低於VWAP扣分、流動性不足扣分
1714,6026,福邦證,tpex,金融業,低優先,0.0,10.152633953750705,27.0,16.1,0.0031152647975078995,41163061.0,78696507.7,0.5792011864260779,0.0,31.884057971014485,-0.1645624975888094,-0.013260337952029189,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1715,6763,綠界科技*,tpex,數位雲端類,低優先,0.0,10.566763597807828,27.0,46.85,-0.004250797024441977,40017256.0,53896522.2,1.191296363494545,0.04166666666667012,43.7956204379562,-0.07300117131496654,-0.012981233645805057,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1716,6189,豐藝,twse,電子通路業,低優先,0.0,15.86083877205708,19.0,52.7,-0.011257035647279423,39311203.0,167520822.6,0.5550020516168838,0.28571428571428864,40.96774193548388,-0.22166942682597535,-0.006327735633020359,False,False,False,收低於VWAP扣分、流動性不足扣分
1717,1568,倉佑,twse,汽車工業,低優先,0.0,11.596836305262688,19.0,37.5,-0.05063291139240511,38968511.0,48047220.6,1.2101294018665365,0.15384615384615272,39.10256410256411,-0.8666595422277656,-0.007305218821422321,False,False,False,收低於VWAP扣分、流動性不足扣分
1718,8111,立碁,tpex,光電業,低優先,0.0,22.998264882325785,27.0,52.9,-0.007504690431519689,36825614.0,57378701.7,1.01856236946669,0.18181818181818094,39.610389610389596,0.15749798383674607,-0.011354629416362227,False,False,True,MACD動能擴大、長上影扣分、收低於VWAP扣分、流動性不足扣分
1719,6126,信音,tpex,電子零組件業,低優先,0.0,16.651077270163565,27.0,36.35,0.0013774104683197397,36559948.0,144214250.65,1.013880876970307,0.2962962962962965,29.133858267716533,-0.5815349366921452,-0.00532398596409378,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1720,8390,金益鼎,tpex,綠能環保類,低優先,0.0,8.899041173152849,19.0,107.0,-0.01834862385321101,36352013.0,103589101.2,0.6866217087098253,0.125,34.848484848484844,-0.9199956168905137,-0.009638118252213501,False,False,False,收低於VWAP扣分、流動性不足扣分
1721,1612,宏泰,twse,電器電纜,低優先,0.0,12.94022399484332,27.0,35.1,0.0,36319418.0,55335389.65,0.5289974076165582,0.28571428571428864,17.391304347826036,-0.3828746705640471,-0.006510085045966285,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1722,1528,恩德,twse,電機機械,低優先,0.0,8.753812746756914,27.0,24.05,-0.00619834710743794,35798727.0,73531728.85,0.8235354544742493,0.27777777777777823,37.383177570093494,-0.051475757758722485,-0.006860914355977021,False,False,True,長上影扣分、收低於VWAP扣分、流動性不足扣分
1723,4951,精拓科,tpex,半導體業,低優先,0.0,18.183395375070493,27.0,96.3,-0.002072538860103612,34668479.0,63487569.4,0.9475231931816678,0.2666666666666657,41.46341463414634,-0.019119024608844626,-0.0056276279094910064,False,False,True,產業相對強、長上影扣分、收低於VWAP扣分、流動性不足扣分
